,adipocyte_1,arachnoid_mater_1,artery_1,colon_1,small_intestine_1,dura_mater_1,brain_1,bladder_1,skin_1,myocardium_1,bone_1,liver_1,lung_1,stomach_1,spleen_1,muscle_1,gallbladder_1,fascia_1,epididymis_1,nerve_nervus_intercostalis_1,kidney_1,thyroid_1,testis_1,tunica_albuginea_1,myocardium_2,lung_2,liver_2,kidney_2,colon_2,muscle_2,small_intestine_duodenum_2,pancreas_2,small_intestine_jejunum_2,kidney_glandula_suprarenalis_2,brain_thalamus_2,bone_marrow_2,spinal_cord_2,pleura_2,brain_pituitary_gland_2,kidney_cortex_renalis_2,stomach_2,nerve_not_specified_2,esophagus_2,prostate_2,adipocyte_2,skin_2,spleen_2,brain_white_matter_2,brain_nucleus_caudatus_2,kidney_medulla_renalis_2,thyroid_2,brain_gray_matter_2,lymph_node_2,brain_cerebral_cortex_temporal_2,brain_cerebral_cortex_frontal_2,dura_mater_2,artery_2,brain_cerebral_cortex_occipital_2,vein_2,brain_cerebellum_2,testis_2
hsa-miR-495-3p,1.02321620414724,0.665152060488506,-0.170583028828756,0.744380231727306,-0.370853584936306,0.144064242499127,3.70574749933171,-0.240543934148107,1.21315417674389,0.481719675304537,1.74025861603775,0.119658907857451,-0.009652275290836,-0.42664599101887,1.23945024575367,1.53461601971963,0.321412667816581,0.504353752080025,2.13694945960735,0.10780328357535,-0.929041732208564,1.21203372404687,0.576150299890069,0.928306388837174,0.00228915217372,0.0562224939798,-0.305183938831023,0.063790558635956,0.835324250868922,0.759444713397155,-0.026144328778976,0.040505007738023,0.375143269977869,1.43266715357979,3.35350540278087,-0.848341042502809,3.23696394014427,0.365854274057611,4.22191322419294,0.126980238661015,0.048800990041079,0.289566467869537,0.621843806067414,1.26728668948376,0.146134002801805,0.34835850032504,0.403595613901299,2.46360620887151,4.01239345637381,-0.120639867077376,0.15541872032345,3.69380661781827,-1.45985801458113,3.56455020730453,3.55391078312806,3.44515807682426,0.839301498546613,3.50037349516032,0.443715454417881,3.84903221021493,1.6348625103653
hsa-miR-1976,1.33675506845707,-1.11936560321165,-0.013192734146379,-0.191605290789436,-0.664054243585439,-0.006570099714935,-0.499966876410099,-0.15549594884909,0.95850756268058,0.391789498162482,1.45533112986815,1.49842476016551,-0.065200889945959,-0.184277466040387,1.88391118101076,1.26500252341097,0.008302338841228,-0.069381336142607,-0.282987462421832,-0.104427721743353,-0.169210114706651,1.40564009633315,0.291804144631896,0.375568384361319,-0.524680527630862,-0.56265190345858,-0.051180929500307,-0.362969821694631,-0.362621283857635,-0.509039924030896,-0.393655583063184,-0.470533930244653,-0.128474470700394,-0.155162371912861,-0.066594396826164,-0.257313805098831,-0.550485791787625,-0.36597340382119,0.240947158301634,-0.202295896900248,0.086652261295279,-0.200236095866088,-0.096173424676124,-0.366950596932144,-0.563167516465167,-0.364773250833097,0.433126594523871,-1.0650579161204,-0.354288097652355,0.088381598879081,-0.599960283062583,-0.876026762417511,0.261660320623791,-0.272654406107635,-0.339692099143708,-0.643647807589818,0.093110941565036,-0.388911191860969,0.231395686416547,-1.25229280494849,-0.306908207848123
hsa-miR-1973,2.31071040790575,5.42078789223242,0.365739635852311,5.8669724714371,2.30677340314318,2.15935723276744,4.17196501164934,1.31312219486143,2.26512834233842,5.85088811179906,1.3353855455541,3.97471759198513,4.44647440681247,2.56195245195248,2.04161852415726,0.231978980939268,0.122272198854428,1.93401181319827,2.56270407047164,4.8053010292266,1.39721343920888,2.1103330807484,2.10444082456089,1.3839814283639,4.90561710285356,3.20474637583504,3.04581308416766,3.26831874481217,3.5763860574875,5.16146328638696,2.7540928317476,3.52207631218944,3.00836910416843,3.70290794704928,5.23706874245539,2.42143357610781,4.45677898383655,3.27673793279389,4.68073453125991,3.47734917816883,1.5247922812856,3.76908006050557,4.13046405977037,3.94659133265758,5.03303562030844,4.11877031023928,2.24446294351696,4.02051531452663,5.46601442824438,3.18311757262757,4.37696036225657,5.13803303276725,4.01967472732268,4.57305395239341,4.89600442423225,4.44736571467211,3.56291891812346,4.63885187832319,2.95881576793134,4.68085453820946,3.78108868918328
hsa-miR-548am-5p,1.58861536681352,1.22079265226646,0.784158162397786,0.415235688893803,0.231959867818301,0.871015073987168,0.973359744974996,0.287728211360499,1.46718753915597,0.800943539194124,1.70929370252673,0.914293400768082,0.425235122683681,0.242443167499427,1.03255881106716,2.20429090472444,0.51812509867445,1.06343951880376,0.476066288942327,1.11392952787962,0.066385862150561,1.60920418334662,0.281454459970944,1.0393441329698,0.475412117595301,1.25805488226924,1.5866156383123,1.29494194030181,0.946532334882765,0.480783106681723,0.965944120154888,0.67392720673742,1.12386972894101,0.475236992292594,0.168307242786419,0.313975897872194,-0.139743762285761,0.862498802987714,0.065416213747616,1.05388349227925,1.31097030932588,0.261634273163235,0.312597187091631,-0.133416212427445,0.136581876396014,-0.083240820078544,1.93570169986894,0.081644801745952,-0.011266776125087,1.45884179105433,0.617613158114665,0.228803628677156,1.3251946196292,0.268880581666192,0.536408372000016,1.19319060207559,0.339315760013461,0.061920267378799,-0.020487381349156,0.018538000807308,0.085252826597879
hsa-miR-181c-3p,-1.36510350157206,1.1908719991136,0.045191505776037,-0.072766342829026,0.208939840327881,-0.282139183567101,2.16683826873795,0.170774017083294,-2.63986804833936,-0.804181700383106,-0.733778949006294,-1.1896283053943,-0.797645478754975,-0.946997915901199,-0.025086408465978,-0.193613504121495,-2.32989985995148,-0.608639438017353,-0.887069971901648,0.185851211865885,-0.758375278346342,-0.592407226973839,-1.58153659433583,-1.28199016808146,0.099745448164416,-0.036877433395647,-0.25351583557842,0.144650306966975,-0.336356529036958,0.452503337955304,0.053411423487266,0.167314661308459,0.047991496157936,-0.052480035910334,1.37333057033081,0.94095325278664,1.73089229010284,1.04603705848843,0.62832557384705,-0.193927815184426,-0.065197703722692,-0.245084530923721,-0.091022722562983,1.1919394330811,0.307256030735903,-0.508458948020336,0.599335418543771,0.64941459871817,0.963877670952743,-0.087771326686405,0.743225598530838,1.5861098749875,-0.023543490558245,1.35376285245684,1.42582621577075,1.51481078695601,1.2965655079476,1.48630876412261,1.58135924801933,1.63096956550271,0.221022203076418
hsa-miR-1914-3p,2.25067146438131,4.20272495776017,3.92828879518817,4.89721819561029,4.72343255693084,4.2978264472787,3.54486774924403,4.44823755347057,3.12006079646154,3.63882804438335,2.16146589886543,3.24346288381267,4.08452053753934,4.56385623631678,2.80071113517809,2.91566823240236,4.13489727815988,4.24343871628808,4.12468841409697,4.61455129180292,4.80402201423589,2.82030437139559,3.95767973972793,4.11891762587033,4.15766774664676,4.97485980349581,4.3695766103772,4.55139425328827,4.84726099284813,3.4920264910522,5.10714548993165,4.26215988642655,4.74243117289032,4.45960514871606,3.83461330487953,4.63636096425625,3.88913906796165,4.77113655236896,4.04102609434561,4.65885977934719,4.30552832030479,4.4156025055651,4.97022131944529,4.18991267025584,4.15987700290531,5.76148772647812,4.67332880663695,4.31419586499443,3.58682390062955,4.69531889871628,4.23187796324122,3.88617422360794,4.09606549069407,3.74716305220704,3.63906899780523,4.00120889516097,4.51778208956848,3.91634061801683,4.35646379640311,3.72295549480731,4.15891498502458
hsa-miR-4633-5p,0.834013237319362,2.30486932332492,1.46636961829023,0.53372487608678,1.51168376480054,0.490455186637315,2.01150561677868,1.19739918032465,-0.164915830862782,1.39020734124163,1.22714368128127,1.10630740753712,0.280094956984459,0.858764755814912,1.1067875796321,1.745886809877,-0.599154698465025,0.727303363166754,0.142884662533098,2.62072759139716,-0.123441696975517,0.484802605433833,-0.214688050391939,0.149888434806242,1.28409820444909,0.332406229842564,0.348803791588759,0.636278374131945,2.21957125207853,3.46289123441752,0.630702366217102,0.659841775881141,1.65754586452163,-0.064833439302481,2.97092640663281,0.532957277130641,2.89327060967226,1.46234970962976,2.08067212178328,0.662464735916324,0.769821636806328,1.6285821535405,2.50261873286201,2.20932482484684,1.19101930962911,0.838701703298274,0.355582344582253,2.68296442223278,3.41414237333594,0.953536422756264,1.71956126508641,2.96538454457965,0.120429510626685,3.24150614874885,3.15204831918702,2.79614581679503,2.11664442368911,2.57131592472978,1.81647751040837,2.57555742855958,1.70930580901828
hsa-miR-329-3p,1.28185321783772,0.195314153527104,-0.024730770802229,0.30429699712923,-0.439028905220215,0.199616702844386,2.97693667088359,0.015390209678577,1.02749959235595,0.111151612668678,1.50555796120899,0.882801719287804,-0.037831882051884,-0.292765770900518,1.52688772436995,1.52233303299729,0.139121691746985,0.573073783904243,0.588362329126876,0.272468638555454,-0.456423461817285,1.36726226032669,0.161458178353043,0.90633700793004,-0.599555048918518,-0.688503697404671,-0.501241459702166,-0.935596629361692,-0.240686206179565,0.180613929510702,-0.498328626427374,-0.466486606624194,-0.458841549254708,-0.014444237807716,2.43146666943434,-0.444199254531042,2.05749643007174,-0.3896149309857,2.39568312231712,-0.721630130852722,-0.658679087779889,-0.09505210917277,-0.051069826331768,-0.247707717045176,-0.172420080836906,-0.064204680348186,-0.236799743737533,1.40412077657131,2.80555276938583,-0.780267836644513,-0.533292300106412,2.44094947924618,-0.974574137175739,2.35271535358107,2.36615165288446,2.20812995249773,-0.268370319917762,2.20188439203327,-0.450340133422438,2.36976317753766,0.1775988979985
hsa-miR-1972,0.207504228475283,2.47336564189822,0.519966082818465,2.67438384111632,3.01555230316588,2.02603793761366,3.66645702677179,2.66449675411297,1.80291318327377,4.22477399890535,0.202517556421809,2.06161790717055,3.73060161199311,3.65248787590363,3.2540715321836,0.675878917186735,2.82396151502536,0.372236381514128,4.47093146714993,1.66142896575666,3.58646508741312,2.33796603169721,3.625739560089,2.64032888095095,3.77280978008034,3.63236980566459,3.42773112280004,3.48654902510973,3.73399005466523,4.02998562163865,3.19227615230914,3.67812451547381,3.41783399877653,3.72367066084098,3.98675161811408,2.86416307702329,3.92168060117275,3.51516562108464,3.23603344873549,3.70248299804301,3.53405795992312,3.06726604834403,3.73485440631767,3.73651931406033,3.2302262495084,2.63840358699501,3.37608439951188,3.84460323124771,4.02770331185818,3.66437399610072,3.68252564464391,3.73960586225108,3.8798323963729,3.91291811225833,3.83677836740883,3.52105887003113,3.02054014143871,4.13302761787585,2.94088108511178,4.34732748667946,3.30988088422523
hsa-miR-509-3p,0.046087688998957,-1.31236188427334,-1.70053651176254,-1.90191206536343,-1.10444712020717,-1.64315260144901,-0.74380184233856,-1.76304646110687,-0.152532425473904,-2.0294437797835,0.22983308793637,-1.95162438846471,-1.39474987752694,-2.0269682884094,-0.540246355086451,0.443240902962127,-1.656008620869,-2.27610421943912,-0.998717997996186,-2.3090930189412,-1.19624966352909,-1.71534582921438,3.4154290431779,1.84216953736337,-1.04822400288374,-0.664808821144421,-0.805044850707943,0.86637341177716,-0.262774892169668,-2.36796530974097,-0.383107962498258,-0.374305408915405,-0.243238610749867,-0.530558694593934,-1.44709515641964,-2.3130055503213,-1.64752666976578,-1.27698460366136,2.40910480141495,0.343396017824775,-0.480868970463471,-0.56302015451212,-1.70525653940839,-1.24156543669746,-1.82346808579634,-1.48284176190976,-0.245845841100919,-1.54027761068181,-1.18266267918387,0.654318376214576,-1.48965138438651,-1.64874653463116,-0.392389243220731,-1.79894192852951,-1.99311561177017,-0.860540982442449,-1.63844372738823,-1.66538145030062,-2.16047210204988,-0.630207383660289,3.49640164421074
