Transcript Id,Gene Id(name),Mirna Name,miTG score
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-627-3p,0.99647211058696
UTR3,19:21301250-21301278,0.0743689521869831
UTR3,19:21301588-21301612,0.00615533540662756
UTR3,19:21301882-21301902,0.00338471061169984
UTR3,19:21302713-21302726,0.00219263361262324
UTR3,19:21303177-21303197,0.00314867609289861
UTR3,19:21303506-21303521,0.00201090949041695
UTR3,19:21304428-21304454,0.0167338469254263
UTR3,19:21299710-21299733,0.0213994302719749
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-1976,0.993403545356676
UTR3,19:21301139-21301165,0.0311769040038011
UTR3,19:21301976-21302000,0.00206601428025379
UTR3,19:21302089-21302115,0.0145715479916587
UTR3,19:21305296-21305310,0.00445655203742687
UTR3,19:21305316-21305342,0.00238043834122884
UTR3,19:21305726-21305752,0.00341292053474296
UTR3,19:21305841-21305867,0.0279191066404687
UTR3,19:21305861-21305887,0.00668074086786282
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-590-3p,0.985621228454427
UTR3,19:21301278-21301283,0.00802403107640835
UTR3,19:21301431-21301447,0.00590683680039767
UTR3,19:21301593-21301617,0.00491642331175537
UTR3,19:21302476-21302503,0.00282215534442405
UTR3,19:21302590-21302608,0.0051017077098757
UTR3,19:21302610-21302626,0.00271678335354989
UTR3,19:21303330-21303342,0.00459475502259226
UTR3,19:21303381-21303396,0.00267072598612949
UTR3,19:21303818-21303830,0.00209525866360652
UTR3,19:21304239-21304253,0.00831720504919028
UTR3,19:21304385-21304402,0.00493031942646837
UTR3,19:21305246-21305266,0.00826777521472694
UTR3,19:21305573-21305592,0.00564854978437411
UTR3,19:21305793-21305810,0.0165947802118739
UTR3,19:21299839-21299854,0.028075881166715
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-6754-3p,0.98260447619827
UTR3,19:21301288-21301315,0.0202264986295434
UTR3,19:21301369-21301396,0.0198072048336159
UTR3,19:21301620-21301647,0.00485715329846004
UTR3,19:21302230-21302238,0.0101128727110514
UTR3,19:21302230-21302254,0.00130005468877052
UTR3,19:21302369-21302388,0.00208083407645953
UTR3,19:21303398-21303411,0.00261661638867599
UTR3,19:21305089-21305100,0.0310679869799359
UTR3,19:21299971-21299997,0.0174647433982654
UTR3,19:21300054-21300081,0.00746858641661011
UTR3,19:21300138-21300165,0.00580833035736733
UTR3,19:21300222-21300249,0.010155653678479
UTR3,19:21300322-21300333,0.00709179829155394
UTR3,19:21300474-21300501,0.00973378793132339
UTR3,19:21300558-21300585,0.00771266284200463
UTR3,19:21300642-21300669,0.00854000725699877
UTR3,19:21300726-21300753,0.00888405228153531
UTR3,19:21300810-21300837,0.00890241027745052
UTR3,19:21300894-21300921,0.0106370735849403
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-4659b-5p,0.981938954589798
UTR3,19:21301394-21301405,0.0162673910914631
UTR3,19:21301480-21301488,0.0512477138950215
UTR3,19:21301562-21301572,0.00324880293187805
UTR3,19:21301729-21301740,0.0048252522841969
UTR3,19:21303121-21303145,0.00237113397228791
UTR3,19:21299684-21299700,0.0259450358218783
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3119,0.977000823981241
UTR3,19:21301404-21301409,0.00637552583857321
UTR3,19:21301468-21301492,0.00403223076113396
UTR3,19:21301636-21301660,0.00524002180076399
UTR3,19:21301808-21301825,0.0252180907468935
UTR3,19:21305661-21305680,0.0311138523485466
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3149,0.975121905400741
UTR3,19:21301365-21301388,0.00552122828924165
UTR3,19:21301783-21301805,0.0132441058487289
UTR3,19:21301900-21301920,0.00279207468795683
UTR3,19:21302030-21302053,0.0033959900920992
UTR3,19:21302258-21302267,0.00372323175051915
UTR3,19:21303710-21303733,0.00201936936600047
UTR3,19:21303776-21303802,0.00088614878411952
UTR3,19:21304214-21304229,0.00819392797540981
UTR3,19:21305235-21305261,0.00481202021423981
UTR3,19:21305782-21305800,0.00533653977995029
UTR3,19:21305782-21305806,0.0218109484766805
UTR3,19:21301079-21301103,0.0256739130180978
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-106a-5p,0.974770333224435
UTR3,19:21301586-21301598,0.00418089224722607
UTR3,19:21301946-21301965,0.00745955771597355
UTR3,19:21302338-21302351,0.0145017952102536
UTR3,19:21302340-21302359,0.000897393602840357
UTR3,19:21302410-21302427,0.00232950830971031
UTR3,19:21303811-21303822,0.00545716436093093
UTR3,19:21304148-21304166,0.00383950480081578
UTR3,19:21304623-21304651,0.00233832990189356
UTR3,19:21304866-21304885,0.00824187523404505
UTR3,19:21305691-21305715,0.0211835128609056
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3131,0.973626308998624
UTR3,19:21301324-21301344,0.0696855457279678
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-6131,0.970584267786575
UTR3,19:21301209-21301228,0.00398884448170266
UTR3,19:21301987-21302013,0.0176015975766046
UTR3,19:21305213-21305227,0.0180618286379625
UTR3,19:21305737-21305765,0.0236968595533348
UTR3,19:21305915-21305930,0.00512174959198694
UTR3,19:21301036-21301062,0.0256377206051198
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3064-3p,0.968637094704266
UTR3,19:21301389-21301405,0.00646419488761416
UTR3,19:21301470-21301488,0.00520137325537242
UTR3,19:21301557-21301572,0.00348036690249963
UTR3,19:21301723-21301740,0.0493778003477426
UTR3,19:21302888-21302906,0.00066972037303637
UTR3,19:21303126-21303145,0.0023072258553778
UTR3,19:21305266-21305282,0.00351728523144226
UTR3,19:21300074-21300090,0.0185409143176008
UTR3,19:21300155-21300174,0.010187682259487
UTR3,19:21300410-21300426,0.0168501417079951
UTR3,19:21300494-21300510,0.0118350988006676
UTR3,19:21300578-21300594,0.0118351734299136
UTR3,19:21300662-21300678,0.0139785073581413
UTR3,19:21300746-21300762,0.0146288039564277
UTR3,19:21300830-21300846,0.0143463929131219
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3925-3p,0.968232687731659
UTR3,19:21301352-21301374,0.0243118454274746
UTR3,19:21301690-21301709,0.0295195170535947
UTR3,19:21302861-21302872,0.00214804509908195
UTR3,19:21302869-21302896,0.000666786913632683
UTR3,19:21303865-21303893,0.00239011958292565
UTR3,19:21305036-21305054,0.00751231370125854
UTR3,19:21305103-21305126,0.00231478500893456
UTR3,19:21299872-21299891,0.0129828667953142
UTR3,19:21300124-21300143,0.0114643542651019
UTR3,19:21300208-21300227,0.0066951216082265
UTR3,19:21300460-21300479,0.0114268912956143
UTR3,19:21300544-21300563,0.00773454921258808
UTR3,19:21300628-21300647,0.0109762129662104
UTR3,19:21300712-21300731,0.00982322491107653
UTR3,19:21300872-21300899,0.0166822038884578
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-5590-5p,0.965327744652358
UTR3,19:21301390-21301405,0.0343517234501098
UTR3,19:21301470-21301488,0.0172719803383091
UTR3,19:21301560-21301572,0.00345469754826331
UTR3,19:21303125-21303145,0.00244475469066354
UTR3,19:21303686-21303712,0.0076800680726411
UTR3,19:21299677-21299700,0.0192542023312489
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3674,0.964707367556644
UTR3,19:21301301-21301307,0.00971783282678008
UTR3,19:21301369-21301387,0.025628473335163
UTR3,19:21301884-21301889,0.00591185338681389
UTR3,19:21303709-21303734,0.00202611410004042
UTR3,19:21304171-21304188,0.00290555169973188
UTR3,19:21304554-21304571,0.00248374159975509
UTR3,19:21305237-21305260,0.00661230512348003
UTR3,19:21305785-21305799,0.00955166262823706
UTR3,19:21300721-21300744,0.0134231438052861
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-200a-5p,0.96311771360345
UTR3,19:21301673-21301695,0.033721522465846
UTR3,19:21302008-21302024,0.00202598952716897
UTR3,19:21302230-21302256,0.00358024446205205
UTR3,19:21303204-21303220,0.00898100945828784
UTR3,19:21303355-21303378,0.00321860689788326
UTR3,19:21303496-21303523,0.00111380273346053
UTR3,19:21305088-21305108,0.00407070300030147
UTR3,19:21305652-21305672,0.00731512441164316
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-6833-3p,0.961918884254578
UTR3,19:21301371-21301379,0.0387476443192963
UTR3,19:21301621-21301630,0.00646940574538872
UTR3,19:21301684-21301712,0.00411858417920058
UTR3,19:21305161-21305177,0.0122854406598953
UTR3,19:21299888-21299896,0.0164176967061762
UTR3,19:21299972-21299979,0.0218987069356156
UTR3,19:21300043-21300064,0.00851725161879073
UTR3,19:21300129-21300148,0.00852789853191829
UTR3,19:21300210-21300232,0.00423640932133249
UTR3,19:21300392-21300400,0.0187264696085084
UTR3,19:21300476-21300484,0.00876805884895412
UTR3,19:21300549-21300568,0.00908222674875739
UTR3,19:21300644-21300652,0.0119351642478813
UTR3,19:21300728-21300736,0.0121276449923693
UTR3,19:21300799-21300820,0.00993396271875275
UTR3,19:21300896-21300904,0.0187284599368617
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3135b,0.960411408698769
UTR3,19:21301207-21301228,0.0220847680768428
UTR3,19:21301985-21302013,0.00329518172655654
UTR3,19:21305199-21305227,0.00397767076379996
UTR3,19:21305737-21305765,0.00483499891264641
UTR3,19:21305913-21305930,0.0286310849530553
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-944,0.960343878469067
UTR3,19:21301340-21301365,0.0229742543343087
UTR3,19:21301676-21301699,0.00472957420036115
UTR3,19:21302649-21302674,0.00247854463036704
UTR3,19:21302995-21303014,0.00329213438867978
UTR3,19:21303306-21303331,0.00236240961292064
UTR3,19:21303651-21303667,0.0023517916980331
UTR3,19:21303988-21304004,0.00218939355731082
UTR3,19:21304736-21304758,0.00941163387440992
UTR3,19:21304869-21304892,0.00246749183815782
UTR3,19:21305015-21305033,0.0082162427727648
UTR3,19:21305042-21305067,0.00232122851628511
ENST00000596143,ENSG00000160352 (ZNF714),hsa-miR-3613-3p,0.960070152290593
UTR3,19:21302320-21302327,0.00750533558986355
