Transcript Id,Gene Id(name),Mirna Name,miTG score
ENST00000401766,ENSG00000108576 (SLC6A4),hsa-miR-590-3p,0.989784722981885
UTR3,17:28524126-28524148,0.00265897392875949
UTR3,17:28523292-28523315,0.00211581210252901
UTR3,17:28522999-28523011,0.0041447728848136
UTR3,17:28522834-28522840,0.002306792871175
UTR3,17:28522443-28522461,0.00431911348902517
UTR3,17:28521650-28521670,0.022842841596506
UTR3,17:28521610-28521631,0.00430212187822784
UTR3,17:28521588-28521598,0.0109734778324338
UTR3,17:28521486-28521504,0.0206049117968198
UTR3,17:28521425-28521436,0.0111876995426345
ENST00000401766,ENSG00000108576 (SLC6A4),hsa-miR-6773-5p,0.978737975332623
UTR3,17:28524840-28524858,0.0732923409547657
ENST00000401766,ENSG00000108576 (SLC6A4),hsa-miR-4282,0.978274757114471
UTR3,17:28525004-28525027,0.0110784428542556
UTR3,17:28524812-28524823,0.00844967630466822
UTR3,17:28524271-28524285,0.00406533726221293
UTR3,17:28524090-28524106,0.00160397734710995
UTR3,17:28523571-28523592,0.0172423542486956
UTR3,17:28523269-28523283,0.00170711160550603
UTR3,17:28522725-28522740,0.00995093677588576
UTR3,17:28521884-28521903,0.0034675159181349
UTR3,17:28521696-28521712,0.00420941067841759
UTR3,17:28521480-28521506,0.0117563842568385
UTR3,17:28545139-28545155,0.0116648890424874
ENST00000401766,ENSG00000108576 (SLC6A4),hsa-miR-4729,0.971457350494399
UTR3,17:28524926-28524946,0.00331163160495508
UTR3,17:28524013-28524030,0.0145583600678069
UTR3,17:28523657-28523676,0.00216128956129277
UTR3,17:28521688-28521711,0.00494874286796708
UTR3,17:28521350-28521377,0.0433773684728706
ENST00000401766,ENSG00000108576 (SLC6A4),hsa-miR-27b-3p,0.96682175146699
UTR3,17:28525259-28525271,0.0101121018201363
UTR3,17:28525157-28525174,0.0181772307187728
UTR3,17:28524556-28524579,0.00774524454492123
UTR3,17:28521564-28521588,0.00359300114831833
